Date,Word,Count
2024-01-04,vega,       1
2024-01-05,vega,       1
2024-01-11,vega,       1
2024-01-15,vega,       1
2024-01-19,vega,       1
2024-01-20,vega,       1
2024-01-26,vega,       1
2024-01-30,vega,       1
2024-02-03,vega,       1
2024-02-04,vega,       1
2024-02-10,vega,       1
2024-02-14,vega,       1
2024-02-18,vega,       1
2024-02-19,vega,       1
2024-02-25,vega,       1
2024-02-29,vega,       1
2024-03-04,vega,       1
2024-03-05,vega,       1
2024-03-11,vega,       1
2024-03-15,vega,       1
2024-03-19,vega,       1
2024-03-20,vega,       1
2024-03-26,vega,       1
2024-03-30,vega,       1
2024-04-03,vega,       1
2024-04-04,vega,       1
2024-04-10,vega,       1
2024-04-14,vega,       1
2024-04-18,vega,       1
2024-04-19,vega,       1
2024-04-25,vega,       1
2024-04-29,vega,       1
2024-05-03,vega,       1
2024-05-04,vega,       1
2024-05-10,vega,       1
2024-05-14,vega,       1
2024-05-18,vega,       1
2024-05-19,vega,       1
2024-05-25,vega,       1
2024-05-29,vega,       1
